"","City","UF Code","Microregion","Mesoregion","Coordinates"
"563","4623","3550308","35061","3515","list(c(-46.5354379999999, -46.566636, -46.570486, -46.546972, -46.5110969999999, -46.460472, -46.412141, -46.386653, -46.36639568, -46.392303, -46.3776, -46.3951289999999, -46.415645, -46.472339, -46.485452, -46.506231, -46.548043, -46.5792719999999, -46.583385, -46.616345, -46.633857, -46.6163569999999, -46.651291, -46.645498, -46.6228439999999, -46.632557, -46.618025169, -46.606607386, -46.611946453, -46.649908, -46.683349, -46.714799, -46.7549289999999, -46.785635, -46.8068979999999, -46.810684, 
-46.800935, -46.776553, -46.776046, -46.762574, -46.801146, -46.7774209999999, -46.7960429999999, -46.801536359, -46.7927129999999, -46.7690709999999, -46.7632209999999, -46.8077749999999, -46.806408, -46.7730579999999, -46.76003, -46.774824, -46.799528, -46.800691, -46.8233104719999, -46.8229729999999, -46.7354569999999, -46.700414, -46.669751374, -46.6342529999999, -46.600229, -46.5354379999999, -23.363305, -23.415426, -23.458771, -23.506426, -23.4787919999999, -23.483031, -23.4704639999999, -23.4746759999999, 
-23.512155806, -23.530519, -23.5877819999999, -23.612516, -23.639738, -23.638818, -23.6229779999999, -23.625781, -23.6060919999999, -23.6044939999999, -23.6410359999999, -23.657974, -23.6880179999999, -23.7105129999999, -23.731012, -23.757222, -23.786235, -23.851129, -23.8852327459999, -23.9573402509999, -23.9677628229999, -24.0016009999999, -23.982384, -23.996165, -23.975422, -23.942327, -23.9381529999999, -23.920464, -23.892776, -23.89262, -23.855449, -23.827865, -23.809761, -23.767175, -23.7391269999999, 
-23.685368749, -23.647191, -23.6270929999999, -23.598018, -23.609067, -23.583973, -23.5700919999999, -23.5292039999999, -23.464436, -23.4713829999999, -23.470356, -23.422374528, -23.401034, -23.388118, -23.4224869999999, -23.418592965, -23.429275, -23.388163, -23.363305))"
"564","4627","3550407","35028","3506","list(c(-47.7929287859999, -47.7873938019999, -47.8097510859999, -47.8240478399999, -47.803290198, -47.782462, -47.8014259999999, -47.802433, -47.821361, -47.8802146429999, -47.9201186609999, -47.9711864669999, -48.071086806, -48.080628976, -48.069044643, -48.0595112189999, -48.040778769, -47.994834672, -47.9943100419999, -47.954020123, -47.9158139579999, -47.856969614, -47.81258465, -47.7929287859999, -22.448189161, -22.474018454, -22.498717582, -22.5393600319999, -22.581831665, -22.5980059999999, 
-22.635274, -22.6661619999999, -22.67371, -22.648256181, -22.668548023, -22.666804124, -22.6442610199999, -22.6193543319999, -22.593331696, -22.513351868, -22.505886169, -22.493806701, -22.4773736349999, -22.4442507049999, -22.424660256, -22.4306498609999, -22.4568030729999, -22.448189161), c(-47.862973, -47.8741709999999, -47.881076, -47.864009, -47.862973, -22.601469, -22.591824, -22.6018159999999, -22.6101919999999, -22.601469))"
"565","4642","3550506","35040","3510","list(c(-49.598917577, -49.606852244, -49.644871109, -49.6824192829999, -49.74469293, -49.771747975, -49.7795165319999, -49.81441854, -49.8843821959999, -49.8858840039999, -49.866064631, -49.8367141379999, -49.848036098, -49.891569021, -49.902187001, -49.89090278, -49.8878546399999, -49.885385094, -49.8495165649999, -49.81760725, -49.772001541, -49.748004011, -49.736500243, -49.707058116, -49.6879377079999, -49.631204592, -49.6249953189999, -49.598917577, -22.664852249, -22.710426001, -22.760005361, 
-22.7665215489999, -22.791709091, -22.8363864629999, -22.877327809, -22.8549855099999, -22.838221925, -22.814461829, -22.8030983799999, -22.763196267, -22.7302030119999, -22.6993302409999, -22.666612029, -22.655406033, -22.5254694189999, -22.505813947, -22.523524003, -22.526077195, -22.500646306, -22.5400975379999, -22.588376239, -22.618689076, -22.601054384, -22.62396661, -22.6496350469999, -22.664852249))"
"566","4651","3550605","35046","3512","list(c(-46.995036, -46.9916246939999, -47.0280739999999, -47.059025, -47.0814559999999, -47.13872, -47.178978, -47.205324, -47.183388, -47.158357, -47.1870959999999, -47.176325, -47.187199, -47.1383729999999, -47.140681, -47.120638, -47.066885, -47.043937, -46.995036, -23.506993, -23.529351359, -23.581317, -23.628348, -23.65318, -23.639373, -23.641071, -23.6166749999999, -23.602231, -23.540201, -23.482481, -23.44474, -23.417768, -23.411531, -23.447468, -23.480899, -23.478101, -23.5160989999999, -23.506993
))"
"567","4655","3550704","35054","3513","list(c(-45.427043711, -45.396867973, -45.3962758489999, -45.430929363, -45.465078498, -45.5024253019999, -45.5333920149999, -45.5551489279999, -45.624049778, -45.664077994, -45.76332847, -45.792517419, -45.842402278, -45.7948309999999, -45.796058, -45.741692466, -45.719623876, -45.679256526, -45.663992315, -45.680333323, -45.617988544, -45.576354049, -45.5643645229999, -45.5310475749999, -45.5071162319999, -45.4523081419999, -45.427043711, -23.7084177679999, -23.7805715179999, -23.808126274, -23.832456539, 
-23.8191951279999, -23.8411998399999, -23.8233563819999, -23.795014307, -23.7958313629999, -23.7789858249999, -23.763004414, -23.7692607659999, -23.7581959939999, -23.715583, -23.6829719999999, -23.6681686589999, -23.648911739, -23.6665980179999, -23.699328808, -23.7226585509999, -23.7193595059999, -23.7258164409999, -23.7439975039999, -23.756024725, -23.729814479, -23.725266491, -23.7084177679999))"
"568","4659","3550803","35030","3507","list(c(-46.80501129, -46.7963032549999, -46.7556624649999, -46.734499167, -46.691262476, -46.661867215, -46.630685039, -46.690714492, -46.721043998, -46.75051502, -46.771532951, -46.843081388, -46.871833996, -46.841739644, -46.80501129, -21.6601792979999, -21.685565917, -21.691739099, -21.7079385009999, -21.7141972069999, -21.7507285909999, -21.768603226, -21.8376349019999, -21.820744927, -21.8341713149999, -21.8236330889999, -21.7595140399999, -21.708702315, -21.69647649, -21.6601792979999))"
"569","4675","3550902","35014","3502","list(c(-47.379748928, -47.430248467, -47.444352512, -47.426674883, -47.445602212, -47.446056327, -47.4496844289999, -47.570727313, -47.59201195, -47.60783971, -47.6425627529999, -47.6396197139999, -47.6555891799999, -47.6612290319999, -47.745707301, -47.7971715199999, -47.829574, -47.812550567, -47.776206992, -47.7143470469999, -47.684091038, -47.662957035, -47.6313939509999, -47.5814289099999, -47.5739207309999, -47.5415304319999, -47.490301399, -47.458761024, -47.415078298, -47.379748928, -21.395327051, 
-21.450215005, -21.495539008, -21.527329639, -21.554531658, -21.584174672, -21.5774550319999, -21.5588965599999, -21.5483675479999, -21.582534827, -21.5922460099999, -21.543894296, -21.530653609, -21.4979715389999, -21.458446363, -21.447117126, -21.422882, -21.4111051579999, -21.4198588579999, -21.4148566869999, -21.378619913, -21.3818001, -21.3594488009999, -21.3682188339999, -21.38778081, -21.4139824609999, -21.398341155, -21.3670009649999, -21.343209289, -21.395327051))"
"570","4685","3551009","35063","3515","list(c(-46.496213, -46.4795060079999, -46.4503287169999, -46.4452175879999, -46.386333, -46.3551255739999, -46.383796822, -46.3918772989999, -46.421595, -46.446031423, -46.47560742, -46.509266348, -46.526824943, -46.5681331819999, -46.593851829, -46.642536305, -46.649908, -46.611946453, -46.5644569999999, -46.5405009999999, -46.496213, -23.8995650009999, -23.917363506, -23.9192833819999, -23.941460612, -23.9329980009999, -23.971070003, -23.971841368, -23.99860846, -23.9782680009999, -23.982017689, 
-24.0051780269999, -23.9877704049999, -23.946424043, -23.9694402769999, -23.99666409, -24.010200917, -24.0016009999999, -23.9677628229999, -23.9529479999999, -23.9235429999999, -23.8995650009999))"
"571","4701","3551108","35046","3512","list(c(-47.7605115549999, -47.7638405989999, -47.705969415, -47.685351699, -47.6817380859999, -47.658336666, -47.6345173239999, -47.6653751169999, -47.7098199019999, -47.789862027, -47.823822978, -47.8485334759999, -47.856610769, -47.88465726, -47.888441708, -47.9103767679999, -47.886091038, -47.855195656, -47.8096835659999, -47.7899797109999, -47.7798516199999, -47.7605115549999, -23.560791991, -23.5887403209999, -23.628924985, -23.640356703, -23.692037888, -23.679044104, -23.707426289, -23.7428743949999, 
-23.713896685, -23.7552967939999, -23.762509509, -23.7494870949999, -23.720889203, -23.695558959, -23.6657320479999, -23.605828785, -23.6081945459999, -23.5912957629999, -23.586762617, -23.568066503, -23.532138715, -23.560791991))"
"572","4703","3551207","35040","3510","list(c(-49.44189088, -49.521065967, -49.5403567939999, -49.5491557089999, -49.5221998059999, -49.5377347209999, -49.512327893, -49.4581130289999, -49.44508805, -49.422040191, -49.421546849, -49.44189088, -23.3357686969999, -23.306036927, -23.2806070519999, -23.243936742, -23.20578712, -23.196324853, -23.1823397639999, -23.191720484, -23.240569289, -23.254132689, -23.3118590829999, -23.3357686969999))"
"573","4715","3551306","35007","3501","list(c(-49.9231179999999, -49.8798899999999, -49.8706790419999, -49.8385557559999, -49.828517625, -49.876113796, -49.903680557, -49.948184682, -49.956352882, -49.97206797, -49.9856768999999, -49.982785752, -49.955632, -49.9231179999999, -20.5620059999999, -20.577119, -20.590665342, -20.614364071, -20.632794808, -20.668820942, -20.7100637679999, -20.699414507, -20.661821559, -20.6582035709999, -20.607531906, -20.572305211, -20.575578, -20.5620059999999))"
"574","4757","3551405","35014","3502","list(c(-47.501857303, -47.5035249589999, -47.475335098, -47.4800441309999, -47.458761024, -47.490301399, -47.5415304319999, -47.5739207309999, -47.5814289099999, -47.6313939509999, -47.6511317019999, -47.6608844959999, -47.651563934, -47.590771, -47.527762861, -47.501857303, -21.207893605, -21.240237436, -21.2988065079999, -21.313434544, -21.3670009649999, -21.398341155, -21.4139824609999, -21.38778081, -21.3682188339999, -21.3594488009999, -21.340031516, -21.303294932, -21.280295581, -21.275948, 
-21.200544823, -21.207893605))"
"575","4777","3551504","35014","3502","list(c(-47.628204, -47.6110639999999, -47.582487, -47.540742, -47.527762861, -47.590771, -47.651563934, -47.661377, -47.6591309999999, -47.6650759999999, -47.6466820009999, -47.628204, -21.148317, -21.1817389999999, -21.172674, -21.183322, -21.200544823, -21.275948, -21.280295581, -21.2481099999999, -21.195801, -21.1612529999999, -21.148149998, -21.148317))"
"576","4771","3551603","35033","3507","list(c(-46.613797023, -46.601591425, -46.629030813, -46.657821089, -46.678840345, -46.7276795619999, -46.7433425909999, -46.766252472, -46.756710429, -46.7976887199999, -46.771756763, -46.7371539549999, -46.7125907189999, -46.68013207, -46.6686282869999, -46.613797023, -22.548190813, -22.6315820889999, -22.6535749619999, -22.6641921949999, -22.6456821479999, -22.654944513, -22.650843574, -22.604098904, -22.569473237, -22.541408377, -22.536088671, -22.5474494649999, -22.503729587, -22.5070589319999, 
-22.5418069, -22.548190813))"
"577","4795","3551702","35014","3502","list(c(-47.872007202, -47.882932, -47.913149, -47.90163, -47.91659, -47.9434229999999, -47.98907, -48.0420265889999, -48.080508403, -48.1127328489999, -48.1690163119999, -48.186927176, -48.153631827, -48.124626473, -48.112035753, -48.0727737829999, -48.0080027939999, -47.986188006, -47.977589038, -47.988039816, -47.969406551, -47.945438472, -47.890273469, -47.872007202, -21.064274869, -21.097787, -21.119065, -21.160319, -21.200705, -21.200296, -21.21741, -21.2034692, -21.1836094289999, -21.184033674, 
-21.1613888599999, -21.130396568, -21.097018277, -21.089306001, -21.1049103399999, -21.0902557119999, -21.078068608, -21.055918509, -21.0260112879999, -20.9920549409999, -20.99892159, -21.0312915439999, -21.032220697, -21.064274869))"
"578","4796","3551801","35055","3514","list(c(-47.772730469, -47.780431, -47.7772249999999, -47.761737, -47.761161, -47.800145975, -47.83350596, -47.8241826249999, -47.869189299, -47.910331398, -47.97188777, -48.013425287, -48.006945307, -48.014522819, -48.0379093509999, -48.0653165419999, -48.117346671, -48.1039012429999, -48.123274205, -48.1152230179999, -48.139523431, -48.106293949, -48.0581495119999, -48.049354696, -48.008753815, -47.9811611119999, -47.953127778, -47.894832309, -47.858567556, -47.863281453, -47.772730469, -24.134446823, 
-24.140977, -24.2037369999999, -24.223643, -24.2627669999999, -24.351799886, -24.3707817329999, -24.4045793089999, -24.4211328719999, -24.4689721399999, -24.502261134, -24.5098921699999, -24.4524376109999, -24.378104966, -24.364030611, -24.325296206, -24.318610271, -24.2807142939999, -24.2337488269999, -24.211783854, -24.1943758739999, -24.2014824949999, -24.1771855229999, -24.1376230989999, -24.1354029039999, -24.1134854429999, -24.1198317839999, -24.079314892, -24.0943441859999, -24.113950624, 
-24.134446823))"
"579","4803","3551900","35005","3501","list(c(-48.792419063, -48.753669279, -48.72625648, -48.719401935, -48.744793826, -48.7969120239999, -48.842568162, -48.891703321, -48.842092846, -48.820708957, -48.812281378, -48.792419063, -20.725305018, -20.7428600129999, -20.765588872, -20.812958001, -20.8398402729999, -20.835587457, -20.843410723, -20.823796084, -20.77220554, -20.771841546, -20.7399319319999, -20.725305018))"
"580","4812","3552007","35052","3513","list(c(-44.816700504, -44.779145477, -44.7609677469999, -44.773486227, -44.758911199, -44.746129426, -44.754024957, -44.773726204, -44.7965193169999, -44.8062143729999, -44.8549853169999, -44.8798721979999, -44.9104056419999, -44.8950564949999, -44.9208553999999, -44.9127680779999, -44.9277188729999, -44.9024730789999, -44.905491114, -44.874507185, -44.849640348, -44.816700504, -22.6136848359999, -22.605891076, -22.647720148, -22.7052014559999, -22.7202234389999, -22.7695277839999, -22.7886133, -22.8208189009999, 
-22.831899015, -22.856657984, -22.8695167189999, -22.8877665749999, -22.8855763, -22.8445386509999, -22.751336029, -22.739687594, -22.6548660879999, -22.6390411209999, -22.6119119269999, -22.621740503, -22.602200105, -22.6136848359999))"
"581","4836","3552106","35033","3507","list(c(-46.456457741, -46.414642693, -46.4325856359999, -46.4243363699999, -46.405970538, -46.3930588709999, -46.427714067, -46.469092017, -46.47312221, -46.5068011449999, -46.5369843509999, -46.621832667, -46.629030813, -46.601591425, -46.613797023, -46.5989739299999, -46.585317464, -46.549864844, -46.5421469349999, -46.456457741, -22.5216857729999, -22.5579277149999, -22.5712280729999, -22.5994442699999, -22.6221789269999, -22.66297406, -22.661357746, -22.6731788119999, -22.704981248, -22.727575429, 
-22.721216382, -22.723142185, -22.6535749619999, -22.6315820889999, -22.548190813, -22.515011187, -22.492924081, -22.4695489499999, -22.494356003, -22.5216857729999))"
"582","4846","3552205","35046","3512","list(c(-47.418173, -47.381249, -47.340547, -47.3263909999999, -47.316967, -47.3248819999999, -47.303748, -47.308119807, -47.3581552749999, -47.3659414699999, -47.4456571069999, -47.493282629, -47.4927918509999, -47.518382, -47.5573269999999, -47.552222, -47.5650009999999, -47.547582, -47.535427, -47.5441329999999, -47.5650029999999, -47.504401, -47.449632, -47.418173, -23.357727, -23.389717, -23.436652, -23.439923, -23.4634389999999, -23.5042329999999, -23.5253749999999, -23.562159724, -23.562015145, 
-23.5229131729999, -23.523556824, -23.5595253549999, -23.5830474649999, -23.5883959999999, -23.574351, -23.487608, -23.4678729999999, -23.4613029999999, -23.428575, -23.3990919999999, -23.382652, -23.3597139999999, -23.3519269999999, -23.357727))"
"583","4855","3552304","35016","3503","list(c(-50.7686509609999, -50.764515546, -50.801810028, -50.799772568, -50.814133172, -50.851415838, -50.8729455289999, -50.91529515, -51.0004678839999, -51.057750588, -51.023383155, -50.990805111, -50.996526165, -50.978106236, -50.966284908, -50.9364872579999, -50.9130004089999, -50.87309822, -50.812123206, -50.7686509609999, -20.544740293, -20.621394623, -20.602402436, -20.671376847, -20.7338036479999, -20.802593706, -20.8268135119999, -20.795606232, -20.768316876, -20.726174854, -20.692703197, 
-20.6477936429999, -20.611042144, -20.565108617, -20.549228027, -20.5548187009999, -20.540866643, -20.5423953169999, -20.53115177, -20.544740293))"
